PostalCode,Address,Route_January,Route_July,LeafYardWaste_January,LeafYardWaste_July,PropertyType
P6C 3L3,448 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E6,420 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J9,392 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G9,346 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,397 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,405 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,403 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,435 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,429 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N2,351 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Non-residential
P6C 3G9,338 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E8,433 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M2,389 Boydell Place,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,431 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M4,429 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G9,342 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,443 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B2,409 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H4,24 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H9,577 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K8,632 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N7,481 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N7,477 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C7,550 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C7,546 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B7,543 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2A9,19 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K8,640 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1N1,160 Kehoe Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L8,528 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K8,636 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L7,521 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H3,8 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P1,523 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N7,485 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C8,553 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H7,90 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2B1,24 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P1,525 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N8,484 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N8,480 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B5,483 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H7,94 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N7,489 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H7,88 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B7,539 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,483 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N7,493 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P1,529 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2B2,47 Clergue Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,481 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H7,488 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N9,538 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H7,486 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L8,518 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J1,552 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,485 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L8,524 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N8,488 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N8,498 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L7,525 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J1,554 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L7,529 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L7,535 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E4,39 Northern Avenue West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E3,34 Northern Avenue West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E3,30 Northern Avenue West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M5,506 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B7,555 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L8,540 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B7,559 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L8,536 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,488 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L5,477 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,490 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,492 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L8,544 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N8,500 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B7,551 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L5,473 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M6,503 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L7,539 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M6,509 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J1,558 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J1,564 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,480 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,484 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L5,469 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M8,513 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L6,470 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M8,515 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J1,560 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M7,510 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,487 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L7,545 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B7,593 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L7,547 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H9,202 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L6,474 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M6,473 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G3,563 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L8,532 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M6,475 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G3,567 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M5,478 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J2,588 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L5,487 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M8,525 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,494 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M8,529 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L5,485 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M8,523 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N9,536 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K4,514 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N9,532 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K4,520 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P3,587 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1V9,66 Conmee Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M8,535 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1V8,58 Conmee Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P3,583 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K5,519 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J1,566 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P3,591 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L5,491 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J1,570 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,498 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L6,492 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M6,485 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H9,573 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,501 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K5,527 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M6,479 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,507 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K4,528 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K4,524 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,502 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L6,490 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E9,500 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M7,526 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1Y9,12 Elm Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M7,522 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G4,9 Marsh Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M7,530 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M6,493 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2G8,19 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C6,487 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G5,10 Marsh Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G5,14 Marsh Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J1,576 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L6,500 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J1,572 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C6,483 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H8,511 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H8,519 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M5,494 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E3,38 Northern Avenue West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L8,548 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L5,481 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G3,575 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G3,571 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H7,498 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L6,478 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H7,502 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H7,510 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B7,601 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,493 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L6,482 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L6,486 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H7,514 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H7,506 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B7,609 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J2,580 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M7,514 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B7,567 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K5,515 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1V9,70 Conmee Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K2,467 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N9,524 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1Z1,17 Elm Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1Z1,13 Elm Avenue,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N9,518 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,489 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N9,528 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K2,471 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K2,475 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M5,482 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M5,486 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C9,7 Northern Avenue West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K2,479 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M5,474 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G1,497 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K2,483 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J2,584 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H8,521 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M8,539 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2G8,23 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J2,596 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J2,592 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M7,534 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H8,527 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J2,600 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M7,540 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H8,531 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G3,581 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J3,601 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H8,535 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G3,585 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K2,487 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M7,544 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K2,505 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K2,491 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K4,540 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L6,506 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L6,496 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K5,531 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K5,535 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E1,10 Northern Avenue West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K2,509 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P2,586 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 2G8,15 Bainbridge Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C6,491 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E1,14 Northern Avenue West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K3,472 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G3,589 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K3,470 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J3,605 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M5,500 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C6,499 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P2,590 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C6,495 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J2,604 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K5,539 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B5,491 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J2,608 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3C7,482 Nelson Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3P2,594 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B5,489 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3G4,13 Marsh Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3K4,536 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
